BBL,BldgClass,LotArea,BldgArea,HistDist,Landmark,OwnerName
1004680015,D4,3201,14022,,,212 E 13 OWNERS CP
1004680017,C5,1600,3416,,,MAGO LLC
1004680018,C0,1600,3300,,,GARY GRANT
1004680019,C3,1600,3410,,,SHERYL HARAWITZ
1004680020,C5,2212,3726,,,HOUSING PRESERVATION
1004680021,C7,2951,15444,,,PML INC
1004680023,C4,2945,13176,,,226 EAST 13 LLC
1004680024,C6,2951,13110,,,228 EAST 13TH STREET
1004680025,A5,2211,6510,,,"ZWIRNER, DAVID"
1004680027,C7,12906,53412,,,NEXT GENERATION 13THS
1004680034,C7,2860,10803,,,EAST 117 STREET ASSOC
1004680035,D1,2823,10008,,,PQ 2 REALTY
1004680036,P7,2879,7682,,,UKRANIAN CONGRESS COM
1004680037,C7,2750,8975,,,LANDY PROPERTIES LLC
1004680038,S4,1890,7140,,,JEDSS GROUP LLC
1004680039,S4,1890,7500,,,WOR HING INC
1004680043,C6,2117,6335,,,237 EAST 12 STREET OW
1004680044,C1,2530,8240,,,235 E. 12 REALTY LLC
1004680045,C5,2633,10746,,,UNITED SQUARE LLC
1004680046,D9,4037,27215,,,229-231 EAST 12TH ASS
1004680048,C6,2581,6024,,,227 E 12TH ST OWNERS
1004680049,C1,2581,6000,,,EAST SIDE DEVMNT ASSO
1004680050,C2,2581,6000,,,LUCARELLI PROPERTIESI
1004680051,C5,2581,7530,,,"TWO TEN NET TEN,"
1004680053,C5,2581,4600,,,217 ASSOCIATES
1004680054,C2,2581,5024,,,"BELL-SIMOTAS, PAMELA"
1004687501,RM,5513,23558,,,193 SECOND AVE TENANT
1004687502,R1,2581,8366,,,219 EAST 12 ST CONDO
1004690013,C7,1755,5100,,,"TOMPKINS GROUP, LLC"
1004690014,C7,2478,8160,,,212 PRT LLC
1004690017,C7,2478,9230,,,218 EAST 14TH RLY COI
1004690018,C7,2478,6960,,,218 EAST 14TH STREET
1004690019,K4,1652,5492,,,46919 REALTY LLC
1004690021,C7,4784,19450,,,230 EAST 14TH STREET
1004690023,C7,4784,19418,,,230 EAST 14TH STREET
1004690025,D4,4788,19408,,,234 MID 14 APT CO
1004690027,C7,4784,19426,,,"238-240 REALTY,"
1004690030,D9,11455,63158,,,14TH STREET REALTY AS
1004690033,S3,2897,27341,,,221 SECOND AVENUE LLC
1004690034,S5,2897,8507,,,"LEE'S FAMILY REALTY,"
1004690036,S5,2262,8507,,,UKRAINIAN ORTHODOX ET
1004690037,C7,2009,8339,,,LAI'S MULTINAT'L RLTY
1004690039,C2,1495,3503,,,HARRY SALTZMAN
1004690040,C7,3872,17010,,,THIRTEEN LIMITED PART
1004690042,C7,3098,13878,,,THIRTEEN LIMITED PART
1004690043,C1,2323,10626,,,E&S REALTY
1004690044,C4,3098,15096,,,E&S REALTY
1004690046,C4,3098,15096,,,E&S REALTY
1004690047,C4,4130,18828,,,E&S REALTY
1004690049,D3,5163,30400,,,VRBNIK REALTY LLC
1004697501,RM,5700,20746,,,PEAR TREE PLACE CONDO
1004697502,RM,10512,125097,,,OWNER / AGENT
1004697503,R1,2897,6572,,,
1004697504,R1,1652,5533,,,
1004697505,RM,4426,47724,,,
1004697506,RM,22922,96581,,,
1004700002,C7,2366,9805,,,ENGUM REALTY CORP
1004700003,D7,2319,10843,,,"LILY & SAM, INC."
1004700004,C7,2320,9570,,,"CHIN, KAM YAU CHOW"
1004700005,D1,2785,11967,,,PHYLCAROL RLTY CP
1004700006,C7,2660,10475,,,YONGON WIN REALTY COR
1004700007,C7,2388,10828,,,HUNAN  LLC
1004700009,C7,7620,35955,,,CADIGGER LLC
1004700012,Y1,2432,6540,,FIRE ENGINE COMPANY NO. 55,FIRE DEPARTMENT
1004700013,M1,9630,8971,,,HOLLY TRINITY UKRAINI
1004700016,K9,1840,3420,,,HOLLY TRINITY UKRAINI
1004700017,G7,789,0,,,"FUNG, SHUN KWEI"
1004700019,C4,2130,7500,,,H C K D REALTY CORP
1004700020,C7,2000,6500,,,H C K D REALTY CORP
1004700021,C7,4694,18950,,,MEE LUN RLTY CP
1004700023,C4,2330,9311,,,"KALBRIDGE ASSOCIATES,"
1004700024,C4,2367,9375,,,"KALBRIDGE ASSOCIATES,"
1004700025,C4,2287,9123,,,"KALBRIDGE ASSOCIATES,"
1004700027,C7,3105,19782,,,WING & FEE AND FAMILY
1004700028,S5,1605,5388,,,CHUNG LEE REALTY CORP
1004700029,D9,2342,14221,,,MADRIGAL REALTY CORP
1004700030,C4,2339,6073,,,210 GRAND ST. REALTYC
1004700031,C7,2347,10434,,,TRUSTEE OF WAI CHAN F
1004700032,C7,2347,12839,,,GOLDEN BLOSSOM REALTY
1004700037,O9,2375,11335,,,CARLHERMAN REALTY COR
1004700038,C7,2435,11922,,,JING CHENG REALTY INC
1004700039,C7,2581,10866,,,JING CHENG REALTY INC
1004700042,C4,2520,11364,,,"126 ELIZABETH STREET,"
1004700044,S2,980,2800,,,"MOY PROPERTIES, LLC"
1004700050,H3,13045,9928,,,9876 BOWERY REALTY CO
1004700052,K9,2595,5900,,,CHU & LEE REALTY CORP
1004700053,K9,2662,5815,,,"GRAND BOWERY BRIGHT,"
1004700055,K9,2537,5100,,,"GRAND BOWERY BRIGHT,"
1004700057,K9,2517,7440,,,134-8 BOWERY REALTYCO
1004700058,K9,2682,6240,,,134-8 BOWERY REALTYCO
1004700059,K9,2435,5045,,,134-8 BOWERY REALTYCO
1004700060,K4,2435,6214,,,CARLHERMAN REALTY COR
1004700061,K2,15002,32700,,BOWERY SAVINGS BANK,130 BOWERY AQUISITION
1004700064,O9,4987,29940,,BOWERY BANK OF NEW YORK BUILDING,HONG WAH REALTY CORP
1004707501,R4,5088,18452,,,122 ELIZABETH HOUSE
1004710001,A4,1047,4100,,,"ZEIFER, BARBARA"
1004710002,A4,1016,4100,,,ANTHONY M LIBERATORE
1004710003,S2,1025,3348,,,3 CENTRE MARKET PLACE
1004710004,A4,1347,4750,,,BRADLEY ZIPPER
1004710005,A4,1220,5700,,,5 CENTRE MARKET PLACE
1004710006,S3,1175,3888,,,"CENTRE MARKET OWNERS,"
1004710007,O9,1067,4832,,,CB HILL LLC
1004710008,C7,1707,7020,,,8 CENTRE MARKET PLACE
1004710011,G6,10010,0,,,"HEADQUARTERS PARKING,"
1004710013,K4,2622,12200,,,STANMILL REALTY CORP
1004710014,C7,2662,13930,,,FRANK CASTELLANA ASSO
1004710015,S5,1906,7657,,,175 MULBERRY REALTY L
1004710016,C4,1784,6261,,,"SIBONA, INC."
1004710017,C7,2500,11841,,,"171 MULBERRY ,LLC C/O"
1004710018,C7,2475,11460,,,MANHATTAN TRANSFER L.
1004710019,C4,2560,8830,,,"167 MULBERRY STREET,"
1004710020,C7,2420,11901,,,SUPREME LLC
1004710021,C7,2522,11652,,,SUPREME LLC
1004710022,L8,2485,14910,,,186 MULBERRY LLC
1004710023,D0,4375,22560,,,VIA MAGNA CORP
1004710025,O9,6842,39558,,,176 GRAND ST CORP
1004710028,S5,1800,5368,,,S.E.& K.  CORP
1004710029,K4,2485,13265,,,PERRY'S REALTY CORP
1004710030,C1,2404,6000,,,166-168-170 MULBERRY
1004710031,C1,5027,13635,,,166-168-170 MULBERRY
1004710033,C7,2485,13552,,,"172 MULBERRY REALTY,"
1004710034,C7,2467,12989,,,"AU-YEUNG, KIN CHUNG"
1004710036,L8,2377,11775,,,"HERMES MANAGEMENT, L"
1004710037,S3,2280,4736,,,"ELI-BEN, INC"
1004710039,S2,2970,4026,,,379 BROOME HOLDING CO
1004710040,C7,2920,9635,,,377 BROOME ST CORP
1004710041,C7,2875,13473,,,375 BROOME ST INC
1004710043,C7,3622,18023,,,GOOD LUCK REALTY CORP
1004710044,C7,2100,8391,,,"DISAU, LLC"
1004710046,C7,2195,15603,,,167 MOTT STREET LLC
1004710047,C1,2480,9430,,,KEN-MAY CORP
1004710048,C7,2529,9575,,,KEN-MAY CORP
1004710049,C7,2500,9500,,,"LUEN-YIK REALTY, INC."
1004710050,S1,2521,9000,,,GORDON CHIN
1004710051,S1,2500,3906,,,"MOY, PAK YEE"
1004710052,C7,4747,22248,,,"151 MOTT STREET    ,"
1004710054,S4,2467,12373,,,198 GRAND ST CORP
1004710055,HB,4901,0,,,196 GRAND LLC
1004710057,S3,2495,5849,,192 GRAND STREET HOUSE,5 G'S REALTY CORP
1004710058,S1,2440,4290,,190 GRAND STREET HOUSE,STABILE BROTHERS
1004710059,L8,3256,11232,,,"STABILE BROTHERS,"
1004717501,RM,2200,8742,,,
1004717502,RM,2072,10575,,,
1004720004,O9,4925,30718,SoHo-Cast Iron Historic District Ext.,,A TRENKMANN EST INC
1004720007,A4,735,2100,SoHo-Cast Iron Historic District Ext.,,"RICHARDSON, TERRY"
1004720010,O9,2925,23240,SoHo-Cast Iron Historic District Ext.,,A TRENKMANN EST INC
1004720011,O9,4520,30392,SoHo-Cast Iron Historic District Ext.,,A TRENKMANN EST INC
1004720012,O9,3735,25515,SoHo-Cast Iron Historic District Ext.,,A TRENKMANN EST INC
1004720015,M1,1317,3924,SoHo-Cast Iron Historic District Ext.,,A TRENKMANN EST INC
1004720019,O9,4317,26065,SoHo-Cast Iron Historic District Ext.,,A TRENKMANN EST INC
1004720022,O9,1632,7575,SoHo-Cast Iron Historic District Ext.,,A TRENKMANN EST INC
1004720023,K4,1595,3888,SoHo-Cast Iron Historic District Ext.,,A TRENKMANN EST INC
1004720025,K2,6400,12800,SoHo-Cast Iron Historic District Ext.,,"NG, KIN LAM"
1004720028,O9,5943,35287,SoHo-Cast Iron Historic District Ext.,,BSD 26 MAEEM LLC
1004727501,RM,29375,38120,,NEW YORK CITY POLICE HEADQUARTERS,240 CENTRE STREET CON
1004730001,O9,20150,120900,SoHo-Cast Iron,,"462 BDWY LAND, L.P."
1004730005,K2,3350,6664,SoHo-Cast Iron,,"470 BROADWAY, LLC"
1004730007,O9,2520,7989,SoHo-Cast Iron,,474 BROADWAY REALTY C
1004730010,K4,9932,55015,SoHo-Cast Iron,,VNO BROOME STREET LLC
1004730014,O9,4796,30031,SoHo-Cast Iron,,VNO BROOME STREET LLC
1004730015,L8,2517,12742,SoHo-Cast Iron,,SOCKET REALTY CORP
1004730016,L8,2626,9216,SoHo-Cast Iron,,NOVROS DAVID
1004730017,S4,2565,5364,SoHo-Cast Iron,,431 BROOME LLC
1004730018,S4,2625,14384,SoHo-Cast Iron,,HUNG THANH INC
1004730028,C7,2600,12283,SoHo-Cast Iron Historic District Ext.,,ZADA ASSOCIATES LLC
1004730029,C7,2597,11858,SoHo-Cast Iron Historic District Ext.,,DAJ REALTY LLC
1004730030,C7,1551,9100,SoHo-Cast Iron Historic District Ext.,,DAJ REALTY LLC
1004730031,C7,1526,8621,SoHo-Cast Iron Historic District Ext.,,37 CROSBY REALTY LLC
1004730032,,0,0,SoHo-Cast Iron Historic District Ext.,,
1004730035,D0,3320,19250,SoHo-Cast Iron Historic District Ext.,,423 BROOME ST CP
1004730038,U7,0,0,SoHo-Cast Iron Historic District Ext.,,CNY/NYCTA
1004730040,O1,2830,15600,SoHo-Cast Iron Historic District Ext.,,"SING TAO NEWSPAPERS,N"
1004730041,C7,2525,9480,SoHo-Cast Iron Historic District Ext.,,CHUNG HRVA RL EST DVL
1004730042,L8,2920,17000,SoHo-Cast Iron Historic District Ext.,,ACORN MACHINERY CP AN
1004730043,L8,2540,17400,SoHo-Cast Iron Historic District Ext.,,180 LAFAYETTE CORP
1004730044,C7,2525,10584,SoHo-Cast Iron Historic District Ext.,,178 LAFAYETTE STREET
1004730045,C7,2577,8150,SoHo-Cast Iron Historic District Ext.,,176 LAFAYETTE STREET
1004730047,Z9,12560,0,SoHo-Cast Iron Historic District Ext.,,DEPT OF ENVIRONMENTAL
1004730051,D0,12616,69928,SoHo-Cast Iron Historic District Ext.,,IRONCLAD ARTISTS INC
1004730130,C6,2044,8400,SoHo-Cast Iron Historic District Ext.,,35 1/2 CROSBY STREET
1004737501,RM,7445,63034,SoHo-Cast Iron,,
1004737502,R4,11700,55693,SoHo-Cast Iron,,
1004737503,RM,5970,38090,SoHo-Cast Iron Historic District Ext.,,
1004737504,RM,1669,7650,SoHo-Cast Iron,,
1004737505,RM,6188,36331,SoHo-Cast Iron Historic District Ext.,,
1004740001,O9,11067,47621,SoHo-Cast Iron,,GRAND GREENE LLC
1004740006,L9,1875,6363,SoHo-Cast Iron,,PANJO REALTY INC
1004740007,L8,5494,34488,SoHo-Cast Iron,,54 GREENE ST REALTYCO
1004740009,C8,2729,12195,SoHo-Cast Iron,,461 463 BROOME ST ASS
1004740010,D0,2292,10012,SoHo-Cast Iron,,461-463 BROOME STREET
1004740011,L8,4864,24785,SoHo-Cast Iron,,BEAM-RICH INC.
1004740012,L8,4788,32604,SoHo-Cast Iron,,INTERNATIONAL OLIVECO
1004740013,L9,3437,17390,SoHo-Cast Iron,,MKFH LLC
1004740014,L8,2500,6851,SoHo-Cast Iron,,SPRING SUNSHINE CORP
1004740018,S5,2500,11500,SoHo-Cast Iron,,PEACHY MERCER LLC
1004740019,L8,2516,7265,SoHo-Cast Iron,,
1004740020,K1,1202,1800,SoHo-Cast Iron,,WB 41 MERCER LLC
1004740021,L8,1250,7500,SoHo-Cast Iron,,"ATLANTICO, INC."
1004740022,D0,3100,17675,SoHo-Cast Iron,,"ONE-HUNDRED GRAND, IN"
1004740024,D4,4397,23875,SoHo-Cast Iron,,GRAND LIBEREE COOPER
1004740026,O9,7575,37500,SoHo-Cast Iron,,NASSIMI SOHO DEVELOPM
1004740029,D0,5600,70759,SoHo-Cast Iron,,451 BROOME ST CORP
1004740030,O9,10416,51790,SoHo-Cast Iron,,483 BROADWAY RLTY COR
1004740032,L8,5206,16695,SoHo-Cast Iron,,418 REALTY CORP
1004740033,K4,10525,63150,SoHo-Cast Iron,,"477 REALTY, LLC"
1004747501,RM,2500,3695,SoHo-Cast Iron,,OWNER / AGENT
1004747502,RM,2845,13652,SoHo-Cast Iron,,471 BROADWAY CONDO
1004747503,RM,5017,31000,SoHo-Cast Iron,,
1004747504,RM,5298,36495,SoHo-Cast Iron,,
1004747505,RM,5260,32928,SoHo-Cast Iron,,
1004747506,RM,21370,117024,SoHo-Cast Iron,,
1004747507,RM,2489,11647,SoHo-Cast Iron,,
1004750001,K2,2525,6158,SoHo-Cast Iron,,WEST BROADWAY GLASS C
1004750003,K2,2482,5500,SoHo-Cast Iron,,WEST BROADWAY GLASS C
1004750005,D0,2500,15734,SoHo-Cast Iron,,345 WEST BROADWAY INC
1004750007,C6,2500,13758,SoHo-Cast Iron,,SOHO GRAND WEST BROAD
1004750009,S2,2192,5447,SoHo-Cast Iron,,BH QUALITY SOHO LLC
1004750010,K2,1787,3360,SoHo-Cast Iron,,357 W. BROADWAY AA LL
1004750012,K4,1349,4101,SoHo-Cast Iron,,FILBI LLC
1004750013,L9,1347,5000,SoHo-Cast Iron,,YH BROOME LLC
1004750014,S5,2675,17546,SoHo-Cast Iron,,SILKALY M. WOLCHOK L.
1004750015,C7,5952,25211,SoHo-Cast Iron,,"ONLY PROPERTIES, LLC"
1004750016,S2,1374,4014,SoHo-Cast Iron,,MILTON & LILIT GOLDMA
1004750017,S1,1374,3096,SoHo-Cast Iron,,53 WOOSTER STREET HOL
1004750018,O9,1350,4600,SoHo-Cast Iron,,"WOOSTER 51, LLC"
1004750019,K1,3150,3150,SoHo-Cast Iron,,47 WOOSTER ST REALTY
1004750022,O9,6230,18500,SoHo-Cast Iron,,"81-41 PASQUA REALTY,"
1004750028,D0,10000,46741,SoHo-Cast Iron,,GRAND STREET ARTISTS
1004750032,O8,2500,16000,SoHo-Cast Iron,,62 MANAGEMENT CORP.
1004750034,O9,2500,14125,SoHo-Cast Iron,,40 WOOSTER RESTORATIO
1004750040,V1,2500,0,SoHo-Cast Iron,,52 WOOSTER HOLDINGS L
1004750046,D0,6400,34944,SoHo-Cast Iron,,GUNTHER BLDG 1873 CO
1004750050,L8,4833,24163,SoHo-Cast Iron,,LES PIEDS NICKLES INC
1004750053,D0,4169,24922,SoHo-Cast Iron,,41 GREENE OWNERS CORP
1004750056,D4,6500,30868,SoHo-Cast Iron,,33 GREENE ST CORP
1004750058,D0,2500,11975,SoHo-Cast Iron,,78 GRAND ST OWNERS CO
1004750059,K1,2500,2375,SoHo-Cast Iron,,76 GRAND LLC
1004750060,V1,2500,0,SoHo-Cast Iron,,TJD 21 LLC
1004750061,V1,2500,0,SoHo-Cast Iron,,72 GRAND PARTNERS
1004757501,RK,2500,29487,SoHo-Cast Iron,,347 W BROADWAY CONDO
1004757502,RM,5000,18190,SoHo-Cast Iron,,LYALL HOUSE CONDOMINI
1004757503,RM,7500,38524,SoHo-Cast Iron,,
1004757504,RM,2867,13687,SoHo-Cast Iron,,
1004757505,RM,12100,69337,SoHo-Cast Iron,,
1004757506,RM,2861,19842,SoHo-Cast Iron,,T GEORGE REALTY INC.
1004757507,RM,3096,14216,SoHo-Cast Iron,,
1004757508,R1,4323,21395,SoHo-Cast Iron,,
1004757509,RM,4991,26506,SoHo-Cast Iron,,
1004757510,RM,2500,16664,SoHo-Cast Iron,,THE 60 GRAND STREET C
1004757511,RM,3392,18205,SoHo-Cast Iron,,
1004760001,V1,4332,0,,,RECTOR/CHURCHWARDEN/T
1004760007,O9,20035,303214,,,TRINITY HUDSON HOLDIN
1004760015,C7,3678,18056,,,"MINNEOLA, LLC"
1004760019,C7,4735,27042,,,"NADCO ASSOCIATES,"
1004760023,D5,2420,16940,,,521 BROOME STREET LLC
1004760025,O9,1210,5200,,,IS-ILA REALTY CORP
1004760026,Z9,1040,96,,,IS-ILA REALTY CORP
1004760042,C7,3900,15186,,,KENNETH ROSENBLUM
1004760045,C7,6180,26952,,,26/32 N LLC
1004760053,A4,988,4560,,,SEIMOS LLC
1004760054,C4,3741,18020,,,RESTORATION RLTY DVLC
1004760056,E9,2760,2755,,,SILVER STREET (2010)
1004760057,C7,2700,8992,,,THOMPSON VENTURES LLC
1004760062,O9,5121,30906,,,EPIC THOMPSON LLC
1004760070,S4,1524,5029,SoHo-Cast Iron Historic District Ext.,,366 WEST BROADWAY LLC
1004760071,D0,2990,16914,SoHo-Cast Iron Historic District Ext.,,362 WEST BROADWAY COO
1004760073,G1,9822,39000,,,DEIHL RLTY CO INC
1004760081,C7,1700,8400,,,NAGIN COMPANY
1004760083,C6,1200,5000,,,GRAND STREET CONCERT
1004760084,C7,1200,5000,,,"VENDOME, ANTONIO"
1004760085,C7,2506,10150,,,42-44 GRAND ST ASSOCI
1004760088,C7,1892,8045,,,46 N LLC
1004760089,A4,889,2412,,,22  THOMPSON STREET L
1004767501,RM,2400,21175,,,374 W BROADWAY CONDO
1004767502,RM,8223,36304,,,
1004770001,D5,11375,125235,,,80 VARICK STREET GROU
1004770011,O9,30912,400000,,,101 LIMITED PARTNERSH
1004770035,V1,4557,0,,,BROOME PROPERTY OWNER
1004770042,V1,2063,0,,,BROOME PROPERTY OWNER
1004770044,V1,1509,0,,,BROOME PROPERTY OWNER
1004770057,V1,253,0,,,ARTHUR BLASOF
1004770064,K1,232,232,,,POINT SOHO LLC
1004770066,O9,5380,6891,,,STONE REALTY LLC
1004770068,H3,5432,0,,,SOHO 54 LLC.
1004770071,,0,0,,,
1004770072,C7,1645,3520,,,"BERGMAN, TOBI"
1004770073,C0,1704,2940,,,BROOME PROPERTY OWNER
1004770074,C0,1717,3780,,,BROOME PROPERTY OWNER
1004770075,C2,1680,3042,,,BROOME PROPERTY OWNER
1004770076,V1,1456,0,,,BROOME PROPERTY OWNER
1004777501,RB,18727,84365,,,NYC INDUST DULP ASSOC
1004780007,G1,4462,16820,,,152 ELIZABETH DEVELOP
1004780012,C7,2795,13707,,,19 KENMARE STREET PAR
1004780013,C7,2456,11295,,,ELIZABETH REALTY ASSO
1004780014,C7,2456,8044,,,TAI WAH TRADING GROUP
1004780015,S3,963,3333,,,170 ELIZABETH STREET
1004780016,C4,934,2688,,,"KOLODY, RUSSEL"
1004780017,S4,940,2660,,,"YANG, XIAO LING"
1004780018,C7,1525,8084,,,SPRING ST ASSETS INC
1004780019,C3,1342,3858,,,SPRING STREET ASSESTS
1004780020,C7,2562,10064,,,"FAV SPRING, LLC"
1004780021,C7,2376,9435,,,"FAV SPRING, LLC"
1004780022,S9,3530,16050,,,TWO SPRING ASSOCIATES
1004780023,K4,2500,6375,,,186 BOWERY LLC
1004780025,K4,5000,12400,,,BOHO CORP.
1004780027,C7,2525,8528,,,178 BOWERY TENANT COR
1004780028,K4,1842,5855,,,MARLENE LIPINER
1004780032,S3,2562,10180,,,SILKALY M. WOLCHOK L.
1004780033,K4,2529,6875,,,166-166 1/2 BOWERY LL
1004780034,K4,2430,9484,,,D.A.C. WIRE CORPORATI
1004780035,K4,2479,7020,,,D.A.C. WIRE CORPORATI
1004780036,K4,1667,5272,,,JOEL HOROWITZ
1004780037,K4,1666,4236,,,JOEL HOROWITZ
1004780038,K4,1667,4231,,,"VENUS LIGHTING, LTD"
1004780039,S3,2508,6685,,,J.D. HOROWITZ FAMILYT
1004780042,K1,4862,4862,,,344 BROOME STREET LL
1004787501,RM,17422,77139,,,OWNER / AGENT
1004787502,RM,2508,8344,,,
1004790001,I5,3857,22302,,,CUCCIOLA INC
1004790003,C7,3800,19279,,,YUET HO REALTY CORP
1004790005,C7,3685,18064,,,TAI HOP LEE REALTY CR
1004790009,C7,4681,17635,,,MAY LEUN REALTY CORP
1004790011,C7,2350,12000,,,CHELSEA 18 PARTNERSL.
1004790014,C7,4512,24034,,,"GOLDEN MOUNTAIN RLTY,"
1004790016,C7,2057,7869,,,HOP HING 24 REALTY CO
1004790017,C4,1909,9310,,,22 SPRING SM LLC
1004790018,C7,2856,11875,,,"RJHWONG,"
1004790019,S3,1357,3808,,,BEATRICE APARO
1004790020,S3,2727,4544,,,"LU, CHONG DI"
1004790021,C7,2640,10890,,,14 SPRING REALTY LLC
1004790023,C7,2350,6207,,,L.K.C DEVELOPMENT COI
1004790026,K1,2220,2240,,,"TRAN-LI, LLC"
1004790029,H3,3825,0,,,"153 ELIZABETH STREET,"
1004790031,C7,4658,20088,,,FU KEE REALTY CORP
1004790033,D9,1929,9293,,,HUN WONG CORP
1004790034,E9,2460,4600,,,"KWONG, BRADFORD HO CH"
1004790035,C7,4675,19157,,,HENG SENG LLC
1004790037,C4,3625,13415,,,RUTIGLIANO PROPERTIES
1004790039,C4,3897,14875,,,RUTIGLIANO PROPERTIES
1004790040,L8,5677,32214,,,174 MOTT GROUP LLC
1004790050,V1,55,0,,,D C A S
1004790125,G9,1180,1145,,,SELDAN REALTY CORP
1004790190,C2,1230,4500,,,18R SPRING STREET REA
1004797501,RM,1750,5534,,,OWNER / AGENT
1004800001,C7,1792,14931,,,CHERSO REALTY INC
1004800002,C7,2516,9392,,,180 MULBERRY REALTY L
1004800004,C7,4170,21295,,,PARK LANE MANAGEMENTC
1004800009,G1,11362,33639,,,SENTRY OPERATING CORP
1004800017,Q2,10762,0,,,PARKS AND RECREATION
1004800021,I5,6425,8682,,,NEW YORK CITY HLT HSP
1004800023,C7,2455,7579,,,32 SPRING GROUP
1004800024,C7,2457,11095,,,HEY HEY REALTY LLC
1004800025,C3,977,2195,,,SPRING VILL LUXURY IN
1004800026,D9,4950,35915,,,"FIRST MOTT LLC,"
1004800029,C7,4150,20772,,,LAU YN REALTY CORP.
1004800033,C7,2335,12871,,,KENMARE MOTT RLTY ASS
1004800034,C7,2542,10160,,,LAU'S IV FAMILY LIMIT
1004800035,S4,2500,9855,,,CASA 181 L.L.C.
1004800036,S3,1250,4716,,,SIMON CHOON & XIAO LI
1004800039,S5,2725,15274,,,MILDRED DERRICO
1004800040,M1,2635,6107,,,CHUR MOST HOLY CRUCIF
1004800041,C7,6529,28112,,,BCD BROOME LLC
1004807501,RM,2516,11728,,,
1004807502,RM,4592,27953,,,
1004810001,H8,16438,173838,,,CORAL BROOME STREET L
1004810008,C7,2502,9821,,,"17 CLEVELAND PLACE,"
1004810009,C5,2680,11775,,,FONTANA REALTY LLC
1004810010,C7,2687,9777,,,21 CLEVELAND PLACE CO
1004810011,K4,2561,3000,,,KENMARE SQUARE 23 LLC
1004810013,C4,2561,4556,,,KENMARE SQUARE LLC
1004810018,D7,2285,10290,,,SPRING 56 REALTY
1004810019,D9,2755,13973,,,250 WEST 41ST STREET
1004810020,C7,2687,9890,,,"VIVERE REALTY, LTD"
1004810021,S9,2550,5242,,,50 SPRING STREET LLC
1004810022,C7,2411,12025,,,WAH KOK REALTY CORP
1004810028,C7,5350,27289,,,85 KENMARE REALTY COR
1004810032,C7,4250,21463,,,MAHROKH ESHAGHIAN KEN
1004810033,C7,6073,24234,,,PARK LANE MANAGEMENTC
1004810035,C7,3925,17389,,,YING WEE CORP
1004810039,C7,3089,11553,,,LUCKY MOTT ST INC
1004817501,R1,1115,10033,,,15 CLEVELAND PLACE CO
1004817502,RM,7922,77174,,,
1004817503,RM,8022,22740,,,
1004820001,D4,6032,31365,SoHo-Cast Iron Historic District Ext.,,RECHERCHE REALTY CORP
1004820002,D2,2508,11520,SoHo-Cast Iron Historic District Ext.,,"43 CROSBY STREET, LL"
1004820003,D4,5008,33150,SoHo-Cast Iron Historic District Ext.,,45-47 CROSBY ST TENAN
1004820005,D0,2500,13960,SoHo-Cast Iron Historic District Ext.,,49 CROSBY STREET CORP
1004820007,D0,2516,14660,SoHo-Cast Iron Historic District Ext.,,CROSBY LANDMARK CORP
1004820008,D0,2500,12500,SoHo-Cast Iron Historic District Ext.,,55 CROSBY STREET ASSO
1004820009,V1,2508,0,SoHo-Cast Iron Historic District Ext.,,"AKASA HOLDINGS, LLC"
1004820010,S9,2508,11795,SoHo-Cast Iron Historic District Ext.,,L AND B 59 REALTY CO.
1004820013,C8,5429,20608,SoHo-Cast Iron Historic District Ext.,,HALEBID CORP
1004820016,O9,9600,109377,SoHo-Cast Iron Historic District Ext.,,SPRING STREET CO. LLC
1004820019,K1,4696,5553,,,DJL FAMILY LIMITED PA
1004820022,D4,3775,22104,,,226 LAFAYETTE CO INC
1004820024,C7,1233,6510,,,224 LAFAYETTE ST CORP
1004820025,C7,2814,9140,,,"CHIU, BIG YUK"
1004820026,O9,1879,4950,,,"220 LAFAYETTE STREET,"
1004820027,K2,2500,5000,,,J & G FAMILY LIMITEDP
1004820028,K4,2500,4000,,,"MARTHA SCHWARTZ, LLC"
1004820030,E9,2502,15000,,,214 LAFAYETTE HOUSE L
1004820031,C7,2492,8815,,,212 LAFAYETTE LLC
1004820037,O9,13945,93146,SoHo-Cast Iron Historic District Ext.,,"200 LAFAYETTE, LLC"
1004820041,D4,2675,17654,SoHo-Cast Iron Historic District Ext.,,BROOME ST ASTISTS COR
1004827501,RB,11750,74349,SoHo-Cast Iron Historic District Ext.,,LAFAYETTE COMMERCL CO
1004827502,RM,11374,75705,SoHo-Cast Iron Historic District Ext.,,FINE TIMES INC
1004827503,RM,2229,10822,SoHo-Cast Iron Historic District Ext.,,
1004830001,O9,5852,28829,SoHo-Cast Iron,HAUGHWOUT BUILDING,BROADWAY LANDMARK COR
1004830003,O9,2375,9200,SoHo-Cast Iron,,JENSEN 494 LLC
1004830004,O9,2237,9713,SoHo-Cast Iron,,496 BROADWAY LLC
1004830005,L8,4580,18916,SoHo-Cast Iron,,"ONLY PROPERTIES, LLC"
1004830007,K3,16670,113912,SoHo-Cast Iron,,"SLOANE BROADWAY, LLC"
1004830008,K4,2392,6304,SoHo-Cast Iron,,A W R P PROPERTIES IN
1004830010,D4,2500,10995,SoHo-Cast Iron,,510 BROADWAY COOP INC
1004830013,D0,14015,76550,SoHo-Cast Iron,,SOHO PLAZA CORP
1004830014,L8,2500,11200,SoHo-Cast Iron,,JACK & RINA LLC
