bbl,15,16,17,18,19,cd,address,xcoord,ycoord
1021800001,M1,M1,M1,M1,M1,112.0,729 WEST 181 STREET,1001486.0,249345.0
1021800027,M1,M1,M1,M1,M1,112.0,524 FT WASHINGTON AVENUE,1001619.0,249960.0
1021800135,M1,M1,M1,M1,M1,112.0,89 BENNETT AVENUE,1002224.0,250081.0
1021800172,M1,M1,M1,P5,P5,112.0,90 BENNETT AVENUE,1002051.0,250112.0
1021800309,M1,M1,M1,M1,M1,112.0,4381 BROADWAY,1002481.0,250613.0
1021800460,M1,M1,M1,M1,M1,112.0,164 BENNETT AVENUE,1002354.0,251092.0
1021800466,M3,M3,M3,M3,M3,112.0,178 BENNETT AVENUE,1002403.0,251155.0
1022010001,M1,M1,M1,M1,M1,112.0,3815 10 AVENUE,1006435.0,253611.0
1022010029,M1,M1,M1,W3,W3,112.0,411 WEST 204 STREET,1006608.0,253451.0
1022010040,M3,M3,M3,M3,M3,112.0,439 WEST 204 STREET,1006467.0,253529.0
1022020025,M1,M1,M1,M1,M1,112.0,401 WEST 205 STREET,1006889.0,253592.0
1022150066,M1,M1,M1,M1,M1,208.0,168 WEST 225 STREET,1008275.0,258272.0
1022150574,M9,M9,M9,M9,M9,208.0,146 WEST 228 STREET,1009395.0,258772.0
1022150578,M3,M3,M3,M3,M3,208.0,144 WEST 228 STREET,1009435.0,258751.0
1022150603,M1,M1,M1,M1,M1,208.0,5233 BROADWAY,1009368.0,258235.0
1022210008,M1,M1,M1,M1,M1,112.0,159 SHERMAN AVENUE,1005597.0,254194.0
1022210009,M1,M1,M1,M1,M1,112.0,161 SHERMAN AVENUE,1005632.0,254211.0
1022260007,M1,M1,M1,M1,M1,112.0,111 VERMILYEA AVENUE,1005928.0,254811.0
1022370018,M1,M1,M1,M1,M1,112.0,21 SEAMAN AVENUE,1004513.0,254994.0
1022420051,M1,M1,M1,M1,M1,112.0,4967 BROADWAY,1006266.0,255705.0
1022430384,M1,B1,B1,B1,B1,112.0,93 PARK TERRACE WEST,1007261.0,257000.0
1022460115,M9,M9,M9,M9,M9,112.0,1815 RIVERSIDE DRIVE,1003814.0,254824.0
