Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BOTH,HistDist Only,Landmark Only,Neither,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,Shape_Leng,Shape_Area
MN,1494,129,108,142,1001,2,4,10028,E022,19,13,3600,1,8,3A,65 EAST 82 STREET,R8B,,,,,,,,,,N,M9,8,0,X,CHURCH/SCIENTOLOGY ET,2043,8638,8638,0,8638,0,0,0,0,0,2,1,6,0,1,20,102.17,20,68,E,3,N,5,0,765000,1667700,765000,1667700,1899,0,0,,,0,0,0,1,4.23,4,0,4,1,1014940129,0,142,995413,222760,8c,,108S010,10513,,0,,1,,,18v2,248.4008352,2084.015704
MN,1398,72,108,120,3002,2,4,10065,E039,19,13,4100,1,8,1A,593 PARK AVENUE,R10,,,,,,PI,,,,N,M1,8,0,X,CENTRAL PRESBYTERIAN,7800,26098,26098,0,0,0,0,0,0,26098,2,1,7,0,1,80,97.5,80,97.5,,0,N,3,2,3942000,7012350,3942000,7012350,1921,0,0,Upper East Side Historic District,,0,1,0,0,3.35,10,0,10,1,1013980072,0,120,993316,218250,8c,,1.06E+48,10509,,0,,1,,,18v2,364.5897961,8215.770494
MN,1369,11,106,106.01,2000,2,5,10022,E008,17,13,4900,1,6,3B,431 EAST 57 STREET,R10,,,,,,,,,,N,M3,8,0,X,WON BUDDHISM/AMERICAI,2008,4720,4720,0,0,0,0,0,0,4720,2,1,3,0,1,20,100.42,20,60,,3,N,5,2,310500,817650,310500,817650,1899,0,0,,,0,0,0,1,2.35,10,0,10,1,1013690011,0,10601,994858,215476,8d,,1.06E+64,10507,,0,,1,,,18v2,240.4417182,2045.060545
MN,415,20,103,18,4000,1,1,10002,L018,5,14,7400,1,3,2A,61 RIVINGTON STREET,C4-4A,,,,,,,,,,N,M1,8,0,X,"MAROM, DAVID",3480,9759,9759,0,0,0,0,0,0,9759,2,1,4,0,1,39.42,100,39,72,,3,Y,5,2,216450,643950,216450,643950,1920,0,0,,,0,0,0,1,2.8,4,4,4,1,1004150020,0,18,986927,201765,12c,,101N078,10204,,0,,1,,,18v2,282.5162766,3616.551861
MN,1682,49,111,180,2001,4,8,10029,E091,23,12,2100,1,11,2B,2160 2 AVENUE,R9A,,,,C2-5,,EHC,,,,N,M1,8,0,X,CONGREGATION OF JEHOV,2583,2500,2500,0,0,0,0,0,0,2500,2,1,1,0,1,25.83,100,26,100,,2,N,3,0,45900,108000,45900,108000,1900,0,0,,,0,0,0,1,0.97,7.52,0,7.52,1,1016820049,0,180,1000900,228406,6b,,108N066,10605,E-422,0,,1,,,18v2,257.6398799,2662.533321
MN,2063,1,109,231,2001,6,7,10031,L034,30,17,720,1,9,3B,1781 AMSTERDAM AVENUE,R7A,,,,C1-4,,,,,,N,M1,8,0,X,FIRST CALVARY BAPTIST,2492,4985,4985,0,0,0,0,0,0,4985,2,1,2,0,1,24.92,100,25,100,,2,N,3,2,38700,153450,38700,153450,1946,0,0,,,0,0,0,1,2,4,0,4,1,1020630001,0,231,999242,240624,3b,,111N050,10710,,0,,1,,,18v2,259.4027225,2797.803297
MN,2179,229,112,273,1002,6,10,10033,E093,34,17,222,1,12,2B,551 FT WASHINGTON AVENUE,R7-2,,,,,,,,,,N,M1,8,0,X,HEWBREW TBRNCL OF ETA,10000,12482,12482,0,0,0,0,0,0,12482,2,1,3,0,1,100,100,100,97,,3,N,3,2,162000,644400,162000,644400,1932,0,0,,,0,0,0,1,1.25,3.44,0,6.5,1,1021790229,0,273,1001489,250288,3a,,112 016,10803,,0,,1,,,18v2,399.7617461,9987.261972
MN,2063,2,109,231,2001,6,7,10031,L034,30,17,720,1,9,3B,1783 AMSTERDAM AVENUE,R7A,,,,C1-4,,,,,,N,M1,8,0,X,FIRST CALVARY BAPT ET,2500,4985,4985,0,0,0,0,0,0,4985,2,1,0,0,1,25,100,0,0,,3,N,5,0,33300,147600,33300,147600,1946,0,0,,,0,0,0,1,1.99,4,0,4,1,1020630002,0,231,999255,240647,3b,,111N050,10710,,0,,1,,,18v2,256.9475046,2672.111642
MN,889,53,106,72,6000,2,2,10016,L007,17,14,5300,1,6,2A,152 EAST 34 STREET,C1-9,,,,,,,,,,N,M1,8,0,X,ARMENIAN EVANGELICAL,3547,3547,3547,0,0,0,0,0,0,3547,2,1,2,0,1,35.92,98.75,35.92,90,,3,N,5,2,531000,979650,531000,979650,1915,0,0,,,0,0,0,1,1,10,2,10,1,1008890053,0,72,990052,211000,8d,,104 020,10307,,0,,1,,,18v2,288.92286,3977.257835
MN,415,27,103,18,4000,1,1,10002,L018,5,14,7400,1,3,2A,135 ALLEN STREET,C4-4A,,,,,,,,,,N,M1,8,0,X,CHURCH GRACE ETC,4085,6816,6816,0,0,0,0,0,0,6816,2,1,2,0,0,50,88.17,50,88.17,,0,N,5,0,422550,1163250,422550,1163250,1900,1994,0,,,0,0,0,1,1.67,4,4,4,1,1004150027,0,18,986940,201672,12c,,101N078,10204,E-216,0,,1,,,18v2,279.7502833,4521.389359
MN,1728,23,110,208,1001,5,9,10037,L030,32,11,1300,1,10,3B,27 WEST 130 STREET,R7-2,,,,,,,,,,N,M1,8,0,,THE CH OF THE PEOPLE,1998,2694,2694,0,0,0,0,0,0,2694,2,1,3,0,2,20,99.92,20,40,,3,Y,5,1,36000,74250,0,0,1910,1985,0,,,0,0,0,1,1.35,3.44,0,6.5,1,1017280023,0,208,1000562,234498,6a,,111S008,10607,,0,,1,,,18v2,242.2106264,1838.935243
MN,1959,53,110,221.02,2006,5,9,10030,L028,32,11,8510,1,10,3A,316 WEST 135 STREET,C4-6,R8,,,C1-4,,,,,,Y,M1,8,0,,MT ARARAT BAPTIST CH,2068,2492,2492,0,0,0,0,0,0,2492,2,1,3,0,1,24.83,99.92,24.83,57,E,0,Y,5,0,40950,102600,0,0,1940,0,0,,,0,0,0,1,1.21,10,3.4,10,1,1019590053,0,22102,998748,236813,6a,,111S014,10706,,0,,1,,,18v2,247.4163745,2213.118474
MN,1303,30,106,92,1000,2,4,10017,L002,17,13,4800,1,6,3A,153 EAST 48 STREET,C6-4.5,C6-6,,,,,MiD,,,,Y,M9,8,0,,155 EAST 48 ST LLC,5021,21400,21400,0,0,0,0,0,0,21400,2,1,6,0,1,50,100.42,50,85.42,,0,N,5,0,1548000,4933350,0,0,1910,1998,0,,,0,0,0,1,4.26,10,12,12,1,1013030030,0,92,991966,214353,8d,,104 049,10504,,0,,1,,,18v2,303.0321861,5099.966767
MN,1158,18,107,155,6000,3,6,10023,L035,20,15,3900,1,7,1B,180 AMSTERDAM AVENUE,R8,,,,C2-5,,,,,,N,M1,8,0,X,LINCOLN SQUARE SYNAGO,12050,49417,49417,0,0,0,0,0,0,49417,2,1,0,0,1,120.5,100,120.5,100,,0,Y,5,2,2700000,12152700,2700000,12152700,2011,0,0,,,0,0,0,1,4.1,6.02,0,6.5,1,1011580018,0,155,988779,222143,8c,,16W 012,10407,,1011580012,04/12/2007,1,,,18v2,454.9898883,12892.96674
MN,1728,26,110,208,1001,5,9,10037,L030,32,11,1300,1,10,3B,19 WEST 130 STREET,R7-2,,,,,,,,,,N,M9,8,0,X,THE CHRISTIAN HERALD,3100,6660,6660,0,0,0,0,0,0,6660,2,1,4,0,1,20,115,20,82,E,3,Y,5,1,51750,103950,51750,103950,1910,2012,0,,,0,0,0,1,2.15,3.44,0,6.5,1,1017280026,0,208,1000640,234477,6a,,111S008,10607,,0,,1,,,18v2,386.2250646,3028.236102
MN,2027,24,110,230,4000,5,9,10030,L028,32,11,1000,1,10,4A,211 WEST 141 STREET,R7-2,,,,,,,,,,N,M3,8,0,X,RC CH ST CHARLES BORR,2498,32799,28699,4100,4100,0,0,0,0,24599,2,1,4,5,6,25,99.92,24,78,E,1,N,5,1,42300,279000,42300,279000,1964,1984,0,,,0,0,0,1,13.13,3.44,0,6.5,1,1020270024,0,230,1000407,237897,6a,,111S032,10708,,0,,1,,,18v2,260.3238903,2822.306594
MN,1728,27,110,208,1001,5,9,10037,L030,32,11,1300,1,10,3B,13 WEST 130 STREET,R7-2,,,,,,,,,,N,M1,8,0,,SAINT AMBROSE ET ALNT,10492,10677,10677,0,0,0,0,0,0,10677,2,1,2,0,1,100,104.92,96,97,,2,N,5,0,126450,374400,0,0,1910,0,0,,,0,0,0,1,1.02,3.44,0,6.5,1,1017280027,0,208,1000686,234432,6a,,111S008,10607,,0,,1,,,18v2,413.5114891,10669.58027
MN,1158,34,107,155,6000,3,6,10023,L035,20,15,3900,1,7,1R,190 AMSTERDAM AVENUE,R8,,,,C2-5,,,,,,N,M1,8,0,X,WEST END SYNAGOGUE,4000,11200,11200,0,0,0,0,0,0,11200,2,1,3,0,1,50,80,50,80,,2,N,5,2,1057500,2065050,1057500,2065050,1969,0,0,,,0,0,0,1,2.8,6.02,0,6.5,1,1011580034,0,155,988830,222213,8c,,106W012,10407,,0,,1,,,18v2,272.4123861,4320.851177
MN,2027,41,110,230,4000,5,9,10030,L028,32,11,1000,1,10,4A,218 WEST 142 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,ST CHARLES BOROMEO,32470,44425,44425,0,0,0,0,0,0,44425,2,1,4,0,1,225,99.92,76.33,135,,0,Y,5,0,472500,3145950,472500,3145950,1900,1966,0,,,0,0,0,1,1.37,3.44,0,6.5,1,1020270041,0,230,1000365,238003,6a,,111S032,10708,,0,,1,,,18v2,862.5973477,33468.33431
MN,282,78,103,8,6002,2,1,10002,E009,5,14,7800,1,3,1A,83 DIVISION STREET,C6-1G,,,,,,,,,,N,M9,8,0,X,EASTERN BUDDHIST ASSO,1688,3563,3563,0,0,0,0,0,0,3563,2,1,3,0,1,25,67.5,25,50,E,3,N,5,2,176400,543600,176400,543600,1900,0,0,,,0,0,0,1,2.11,3.44,6,6.5,1,1002820078,0,8,986022,199463,12d,,101N054,10107,,0,,1,,,18v2,184.0445815,1643.002283
MN,2028,12,110,232,3001,5,9,10030,E069,32,11,800,1,10,4A,233 WEST 142 STREET,R7-2,,,,,,,,,,N,M1,8,0,,MT CALVARY BAPTIST,4996,4996,4996,0,0,0,0,0,0,4996,2,1,1,0,1,50,99.92,50,98,,2,N,5,2,101700,499500,0,0,1971,1987,0,,,0,0,0,1,1,3.44,0,6.5,1,1020280012,0,232,1000304,238252,6a,,111S041,10708,,0,,1,,,18v2,304.2304383,5169.366946
MN,1728,45,110,208,1001,5,9,10037,L030,32,11,1300,1,10,3B,12 WEST 131 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,HARLEM PENT ASSB,1740,3825,3825,0,0,0,0,0,0,3825,2,1,3,0,1,18.33,94.92,18,78,E,3,N,5,1,31500,97200,31500,97200,1910,1989,0,,,0,0,0,1,2.2,3.44,0,6.5,1,1017280045,0,208,1000721,234530,6a,,111S008,10607,,0,,1,,,18v2,230.7757334,1752.96534
MN,2028,15,110,232,3001,5,9,10030,E069,32,11,800,1,10,4A,231 WEST 142 STREET,R7-2,,,,,,,,,,N,M1,8,0,,MT CALVARY BAPT CHUR,2498,2418,2418,0,0,0,0,0,0,2418,2,1,1,0,1,25,99.92,25,99,,2,N,5,2,35100,172800,0,0,1930,1990,0,,,0,0,0,1,0.97,3.44,0,6.5,1,1020280015,0,232,1000338,238233,6a,,111S041,10708,,0,,1,,,18v2,255.6267755,2718.261015
MN,1960,15,110,221.02,2004,5,9,10030,L028,32,11,8510,1,10,3A,2535 FREDRICK DOUGLASS BL,R7-2,,,,C1-4,,,,,,N,M1,8,0,,EMPIRE DEVELOPMENT FU,9992,9962,9962,0,0,0,0,0,0,9962,2,1,1,0,1,99.92,100,100,100,,1,N,3,2,210600,577350,0,0,1955,1989,0,,,0,0,0,1,1,3.44,0,6.5,1,1019600015,0,22102,999058,236977,6a,,111S014,10706,,0,,1,,,18v2,406.0940941,10303.88759
MN,1960,30,110,221.02,2003,5,9,10030,L028,32,11,8510,1,10,3A,28 EDGECOMBE AVENUE,R8,,,,,,,,,,N,M1,8,0,X,NORTH-EASTERN CONFERE,1800,3400,3400,0,0,0,0,0,0,3400,2,1,2,0,1,20,90,20,83,E,3,N,5,2,38700,364950,38700,364950,1920,0,0,,,0,0,0,1,1.89,6.02,0,6.5,1,1019600030,0,22102,998899,237226,6a,,111S014,10706,,0,,1,,,18v2,224.5398592,1867.415967
MN,1631,68,111,166,5001,4,8,10029,E053,23,12,2810,1,11,1A,112 EAST 104 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,IGLESIA GETHSEMANI PE,4020,6720,6720,0,0,0,0,0,0,6720,2,1,3,0,1,39.83,100.92,40,46,E,2,N,5,0,105750,305100,105750,305100,1950,1986,0,,,0,0,0,1,1.67,3.44,0,6.5,1,1016310068,0,166,998524,227539,6b,,108N051,10603,,0,,1,,,18v2,290.3424062,4242.07108
MN,1495,132,108,142,1000,2,4,10028,E022,19,13,3600,1,8,4A,980 PARK AVENUE,R10,,,,,,PI,,,,N,M3,8,0,X,RC CH ST IGNATIUS LOY,4334,13030,13030,0,0,0,0,0,0,13030,2,1,5,0,1,78.92,58.33,79,47,,3,Y,5,1,1548000,2875050,1548000,2875050,1930,1989,0,Park Avenue Historic District,,0,1,0,0,3.01,10,0,10,1,1014950132,0,142,995674,222948,8c,,108S010,10513,,0,,1,,,18v2,281.1513994,4577.842122
MN,890,25,106,72,7000,2,2,10016,L007,17,14,5300,1,6,2A,243 LEXINGTON AVENUE,C1-9,,,,,,,,,,N,M9,8,0,X,NATIONAL CENTER FOUND,9925,133000,133000,0,0,0,0,0,0,133000,2,1,17,0,1,21,80,0,0,,0,N,5,0,2812500,25646850,2812500,25646850,1999,0,0,,,0,0,0,1,13.4,10,2,10,1,1008900025,0,72,990005,211235,8d,,104 031,10307,,1008900025,02/03/1999,1,,,18v2,471.9820053,10177.08668
MN,377,64,103,26.02,1001,1,2,10009,L011,9,14,6700,1,3,4A,247 EAST 7 STREET,R8B,,,,,,,,,,N,M1,8,0,X,ASSEMBLY OF CHRISTIAN,2332,5825,5825,0,0,0,0,0,0,5825,2,1,3,0,1,23.92,97.5,24,98,,3,N,5,2,123300,543600,123300,543600,1900,1989,0,,,0,0,0,1,2.5,4,0,4,1,1003770064,0,2602,990351,203033,12c,,102 023,10202,E-216,0,,1,,1,18v2,248.5641348,2470.50528
MN,1849,36,110,201.02,3000,3,9,10026,L040,28,11,8520,1,10,1A,371 MANHATTAN AVENUE,R7A,,,,,,,,,,N,M1,8,0,,BLUE ASHES LLC,2000,4800,4800,0,0,0,0,0,0,4800,2,2,3,0,2,40,50,40,40,,2,N,5,2,74700,193500,0,0,1900,1983,0,,,0,0,0,1,2.4,4,0,4,1,1018490036,0,20102,996085,232490,5c,,107N069,10702,,0,,1,,,18v2,189.2628287,2185.246473
MN,1631,108,111,166,5001,4,8,10029,E053,23,12,2810,1,11,1A,125 EAST 103 STREET,R7-2,,,,,,,,,,N,M3,8,0,X,ARCHDIOCESE/NEW YORK,4541,10500,10500,0,0,0,0,0,0,10500,2,1,4,0,1,45,100.92,45,90,,2,N,5,2,105750,355950,105750,355950,1910,0,0,,,0,0,0,1,2.31,3.44,0,6.5,1,1016310108,0,166,998568,227396,6b,,108N051,10603,,0,,1,,,18v2,294.7403855,4604.288823
MN,1566,145,108,144.02,1000,2,5,10128,L013,19,13,3800,1,8,4B,404 EAST 87 STREET,R10A,,,,C1-5,,,,,,N,M3,8,0,X,CHUR ST JOSEPH YORKVI,2215,6488,6488,0,0,0,0,0,0,6488,2,1,4,0,1,22,100.67,22,75,,2,N,5,2,351450,745200,351450,745200,1920,1989,0,,,0,0,0,1,2.93,10,0,10,1,1015660145,0,14402,998486,222429,9a,,108S027,10516,,0,,1,,,18v2,250.4457462,2351.03203
MN,1305,1,105,100,1005,2,4,10022,L002,18,13,4800,1,5,2B,321 PARK AVENUE,C5-3,C5-2.5,,,,,MiD,,,,Y,M1,8,0,X,ST BARTHOLOMEWS CHURC,47522,66705,66705,0,0,0,0,0,0,66705,2,1,5,0,1,200.83,250,115,245,,0,Y,3,2,33747750,49981050,33747750,49981050,1918,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,1.4,10,15,15,1,1013050001,0,100,991688,215164,8d,,104 050,10504,,0,,1,,,18v2,908.4939959,48414.19687
MN,890,52,106,72,7000,2,2,10016,L007,17,14,5300,1,6,2B,160 EAST 35 STREET,R8B,,,,,,,,,,N,M3,8,0,,160 E35 OWNER INC.,3665,11500,11500,0,0,0,0,0,0,11500,2,1,5,0,1,30.33,113.5,30.33,113.5,,2,Y,5,2,490500,1080450,0,0,1915,1968,0,,,0,0,0,1,3.14,4,0,4,1,1008900052,0,72,990269,211211,8d,,104 031,10307,,0,,1,,,18v2,277.7400435,3693.826049
MN,1528,15,108,138,4001,2,5,10028,E022,19,13,3700,1,8,3A,229 EAST 82 STREET,R8B,,,,,,,,,,N,M1,8,0,X,MAGYAR REF CHU9CH,5193,11568,11568,0,0,0,0,0,0,11568,2,1,4,2,3,50.83,102.17,50.83,88,,3,N,5,0,981000,1984050,981000,1984050,1959,1987,0,,,0,0,0,1,2.23,4,0,4,1,1015280015,0,138,996888,221944,9a,,108S017,10514,,0,,1,,,18v2,315.0696415,5477.83955
MN,67,30,101,15.02,1006,2,1,10038,E004,1,15,7700,1,1,1B,44 JOHN STREET,C5-5,,,,,,LM,,,,N,M1,8,0,X,JOHN STREET UNITED ME,3423,3144,3144,0,3144,0,0,0,0,0,2,1,1,0,1,42.5,84.5,42,77,,3,Y,5,2,540000,872100,540000,872100,1900,1986,0,,INDIVIDUAL LANDMARK,0,0,1,0,0.92,10,15,15,1,1000670030,0,1502,981991,197619,12b,,101S011,10102,,0,,1,,,18v2,255.8335121,3667.269898
MN,924,58,106,48,6000,2,2,10003,E005,13,14,5900,1,6,1Q,314 EAST 19 STREET,R7B,,,,,,,,,,N,M9,8,0,,MANHATTAN MENNONITEFE,1920,4300,4300,0,0,0,0,0,0,4300,2,1,5,12,13,20.92,92,20.92,50,,3,N,5,2,189900,411750,78232,169632,1910,1986,0,,,0,0,0,1,2.24,3,0,3,1,1009240058,0,48,989186,207051,12c,,102 048,10309,,0,,1,,,18v2,231.6259046,1999.150186
MN,1903,11,110,220,2001,3,9,10026,E058,28,11,1500,1,10,1B,141 WEST 118 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,2ND ST JOHN BAPT CHUR,6050,5587,5587,0,0,0,0,0,0,5587,2,1,2,0,1,60,100.92,38,40,,1,N,5,0,112950,339750,112950,339750,1910,1987,0,Mount Morris Park Historic District Extension,,0,1,0,0,0.92,3.44,0,6.5,1,1019030011,0,220,997984,232301,6b,,107N073,10704,,0,,1,,,18v2,326.5110333,6238.811779
MN,283,16,103,6,1001,2,1,10002,E015,7,14,7800,1,3,1B,139 HENRY STREET,R7-2,,,,C1-5,,,,,,N,M1,8,0,X,CHURCH OF ST TERESA,2295,5520,5520,0,0,0,0,0,0,5520,2,1,4,8,9,25.5,90,26,70,E,3,N,5,1,210600,395100,210600,395100,1910,0,0,,,0,0,0,1,2.41,3.44,0,6.5,1,1002830016,0,6,986809,199235,12d,,101N054,10107,,0,,1,,,18v2,238.3486656,2471.095921
MN,1496,11,108,150.01,2001,2,4,10028,L013,19,13,3600,1,8,4A,15 EAST 84 STREET,R8B,,,,,,,,,LH-1A,N,M9,8,0,X,THE LEON LEVY FOUNDAT,6531,25486,25486,0,25486,0,0,0,0,0,2,1,6,0,2,49,204.33,49,102,,3,Y,4,2,2284200,4327650,2284200,4327650,1928,0,0,Metropolitan Museum Historic District,,0,1,0,0,3.9,4,0,4,1,1014960011,0,15001,995274,223459,8c,,108S021,10513,,1014960011,02/27/1991,1,,,18v2,364.3460576,6469.103157
MN,1436,113,108,110,6000,2,5,10065,L016,19,13,4900,1,8,1B,321 EAST 61 STREET,R8B,,,,C2-5,,,,,,N,M3,8,0,X,REDEMPTORIST FATHERS,9917,13972,13972,0,0,0,0,0,0,13972,2,1,4,0,1,95.12,100.42,40,84,,2,Y,5,2,1862550,3049200,1862550,3049200,1910,0,0,,,0,0,0,1,1.41,4,0,4,1,1014360113,0,110,994832,216685,8c,,1.06E+58,10511,,1014360013,12/31/2014,1,,,18v2,405.0136591,9919.870594
MN,283,17,103,6,1001,2,1,10002,E015,7,14,7800,1,3,1B,141 HENRY STREET,R7-2,,,,C1-5,,,,,,N,M2,8,0,X,ST TERESAS R C CHURCH,2233,7569,7569,0,0,0,0,0,0,7569,2,1,4,0,1,22.33,100,22,96,,3,N,5,2,204750,445950,204750,445950,1900,1985,0,,,0,0,0,1,3.39,3.44,0,6.5,1,1002830017,0,6,986833,199246,12d,,101N054,10107,,1002830018,03/15/2001,1,,,18v2,263.0780975,2507.981875
MN,283,18,103,6,1001,2,1,10002,E015,7,14,7800,1,3,1B,143 HENRY STREET,R7-2,,,,,,,,,,N,M1,8,0,X,ST THERESAS R CCHURCH,19859,81953,81953,0,0,0,0,0,0,81953,2,1,2,0,1,126.67,175,90,75,,1,Y,3,2,1309500,2286450,1309500,2286450,1910,0,0,,,0,0,0,1,4.13,3.44,0,6.5,1,1002830018,0,6,986898,199237,12d,,101N054,10107,,1002830018,03/15/2001,1,,,18v2,374.7840654,7992.628282
MN,1789,34,111,242,3009,5,8,10035,E035,25,12,1700,1,11,3B,232 EAST 125 STREET,C4-4D,,,,,,125th,,,,N,M9,8,0,X,CHURCH OF SCIENTOLOGY,2523,12500,10000,2500,0,0,0,0,0,10000,2,1,4,0,1,25,100.92,25,100,,3,N,5,2,920250,2917800,920250,2917800,2012,0,0,,,0,0,0,1,4.95,6.02,3.4,6.5,1,1017890034,0,242,1002358,231793,6b,,108N090,10610,E-201,0,,1,,,18v2,265.3062233,2707.450456
MN,1789,35,111,242,3009,5,8,10035,E035,25,12,1700,1,11,3B,230 EAST 125 STREET,C4-4D,,,,,,125th,,,,N,M9,8,0,X,CHURCH OF SCIENTOLOGY,2523,12500,10000,2500,0,0,0,0,0,10000,2,1,4,0,1,25,100.92,25,100,,3,N,5,2,920250,2748600,920250,2748600,2012,0,0,,,0,0,0,1,4.95,6.02,3.4,6.5,1,1017890035,0,242,1002337,231805,6b,,108N090,10610,E-201,0,,1,,,18v2,262.7294484,2569.013774
MN,2180,1,112,273,4001,6,10,10033,E093,34,17,222,1,12,2B,729 WEST 181 STREET,R7-2,,,,C1-4,,,,,,N,M1,8,0,X,FT WASHINGTON REF CHU,27200,24378,24378,0,0,0,0,0,0,24378,2,1,2.5,0,2,136,200.33,113,122,,1,Y,3,2,531000,3989250,531000,3989250,1909,2016,2016,,,0,0,0,1,0.9,3.44,0,6.5,1,1021800001,0,273,1001486,249345,3a,,112 017,10803,,0,,1,,,18v2,675.4749726,27409.43004
MN,1043,51,104,133,5001,2,3,10019,E040,18,15,4700,1,4,3A,342 WEST 53 STREET,R8,,,,C1-5,,CL,,,,N,M1,8,0,X,RC CHUR ST BENEDICT M,4020,6800,6800,0,0,0,0,0,0,6800,2,1,2,0,1,40,100.42,36,100,,2,N,5,2,436500,840600,436500,840600,1920,0,0,,,0,0,0,1,1.69,6.02,0,6.5,1,1010430051,0,133,987979,217870,8c,,106W021,10403,,0,,1,,,18v2,285.8637393,3959.778319
MN,1789,36,111,242,3009,5,8,10035,E035,25,12,1700,1,11,3B,228 EAST 125 STREET,C4-4D,,,,,,125th,,,,N,M9,8,0,X,"RINDER, TRUSTEE, CATH",2523,12500,10000,2500,0,0,0,0,0,10000,2,1,4,0,1,25,100.92,25,100,,3,N,5,2,661950,2643750,661950,2643750,2012,0,0,,,0,0,0,1,4.95,6.02,3.4,6.5,1,1017890036,0,242,1002315,231817,6b,,108N090,10610,E-201,0,,1,,,18v2,266.3334043,2762.644361
MN,890,77,106,72,1000,2,2,10016,L007,17,14,5300,1,6,2B,124 EAST 35 STREET,R8B,,,,,,,,,,N,M1,8,0,X,NEW YORK SOCIETY OF T,7615,20215,20215,0,0,0,0,0,0,20215,2,1,4.5,0,2,77,98.9,77,98.75,,3,N,5,2,1062000,2161350,1062000,2161350,1915,1959,0,Murray Hill Historic District,,0,1,0,0,2.65,4,0,4,1,1008900077,0,72,989768,211496,8d,,104 031,10307,,1008900077,07/21/2005,1,,,18v2,361.7085908,7912.563056
MN,1789,39,111,242,3009,5,8,10035,E035,25,12,1700,1,11,3B,220 EAST 125 STREET,C4-4D,,,,,,125th,,,,N,M9,8,0,X,CHURCH OF SCIENTOLOGY,5046,27776,27776,0,27776,0,0,0,0,0,2,1,6,0,1,50,100.92,50,101,E,3,N,5,1,360000,2119500,360000,2119500,1910,1984,0,,,0,0,0,1,5.5,6.02,3.4,6.5,1,1017890039,0,242,1002238,231859,6b,,108N090,10610,,0,,1,,,18v2,315.8488241,5423.056646
MN,1632,26,111,166,1000,4,8,10029,E053,23,12,2810,1,11,1Q,161 EAST 104 STREET,R7B,,,,,,,,,,N,M9,8,0,,CHURCH OF LIVING HOPE,2523,6095,6095,0,0,0,0,0,0,6095,2,1,4,0,1,25,100.92,25,64,,3,N,5,2,62550,170100,59425,162367,1910,1986,0,,,0,0,0,1,2.42,3,0,3,1,1016320026,0,166,999071,227417,6b,,108N051,10603,,0,,1,1,1,18v2,259.355043,2617.12247
MN,283,31,103,6,1001,2,1,10002,E015,7,14,7800,1,3,1Q,147 EAST BROADWAY,R7-2,,,,C1-5,,,,,,N,M1,8,0,X,MESIVTHA TIFERETH,3750,14812,14812,0,0,0,0,0,0,14812,2,1,5,0,1,50,75,50,59,,3,N,5,2,387000,783000,387000,783000,1921,0,0,,,0,0,0,1,3.95,3.44,0,6.5,1,1002830031,0,6,986711,199321,12d,,101N054,10107,,0,,1,,,18v2,251.301781,3799.937881
MN,2107,12,112,239,1002,6,7,10032,E084,33,17,710,1,12,1A,922 ST NICHOLAS AVENUE,R7-2,,,,,,,,,,N,M1,8,0,X,MT SINAI HOLY CHURCH,3440,3414,3414,0,0,0,0,0,0,3414,2,1,1,0,1,41.08,91.5,41,92,E,3,Y,5,2,73350,247500,73350,247500,1910,0,0,,,0,0,0,1,0.99,3.44,0,6.5,1,1021070012,0,239,1000623,242225,3b,,111N072,10801,,0,,1,,,18v2,255.9329279,3395.977151
MN,2180,27,112,273,2000,6,10,10033,E093,34,17,222,1,12,2B,524 FT WASHINGTON AVENUE,R7-2,,,,,,,,,,N,M1,8,1,X,FORT TRYON JEWISH CEN,8890,24839,24839,0,0,0,0,0,0,24839,2,1,6,0,2,29.75,233.75,30,175,,3,Y,5,0,135000,1189800,135000,1189800,1959,1963,0,,,0,0,0,1,2.79,3.44,0,6.5,1,1021800027,0,273,1001619,249960,3a,,112 017,10803,,1021800027,02/12/2008,1,,,18v2,482.5465,4633.050814
