Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthCent,HealthArea,Sanitboro,SanitDistr,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,SPDist3,LtdHeight,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,HistDist,Landmark,BOTH,HistDist Only,Landmark Only,Neither,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,Shape_Leng,Shape_Area
MN,1645,37,111,182,3001,4,8,10035,L026,25,12,2000,1,11,2A,2152 3 AVENUE,C4-6,,,,,,EHC,,,,N,M1,8,0,,DRELICH GLORIA,2911,5600,5600,0,0,0,0,0,0,5600,2,1,4,0,1,28,100,28,50,E,3,Y,5,2,163800,341550,0,0,1910,1994,0,,,0,0,0,1,1.92,10,3.4,10,1,1016450037,0,182,1000974,230416,6b,,108N074,10603,,0,,1,,,18v2,343.2605514,2988.946643
MN,2050,37,109,227,2000,6,7,10031,L023,30,17,720,1,9,3B,341 CONVENT AVENUE,R6A,,,,,,,,,,N,M9,8,0,X,CONVENT AVE BAPTIST C,7960,33834,33834,0,0,0,0,0,0,33834,2,4,6,1,2,39.92,136,0,100,,0,Y,3,0,135000,1460700,135000,1460700,1930,0,0,Hamilton Heights Historic District,,0,1,0,0,4.25,3,0,3,1,1020500037,0,227,999133,239480,6a,,111S039,10709,,0,,1,,,18v2,526.8774285,8521.269539
MN,517,126,102,49,3001,2,3,10012,L020,1,15,6800,1,2,1A,145 THOMPSON STREET,R7-2,,,,,,,,,,N,M1,8,0,X,CHUR ST ANTHONY OF PA,7502,11046,11046,0,0,0,0,0,0,11046,2,1,3,0,1,74,100,59,88,,3,Y,5,2,846000,1585350,846000,1585350,1952,0,0,Sullivan-Thompson Historic District,,0,1,0,0,1.47,3.44,0,6.5,1,1005170126,0,49,983895,204101,12a,,101N071,10206,,0,,1,,,18v2,372.5830335,7701.297759
MN,1645,40,111,182,3001,4,8,10035,L026,25,12,2000,1,11,2A,2158 3 AVENUE,C4-6,,,,,,EHC,,,,N,M9,8,0,,2037 THIRD AVENUE INC,2500,5970,5970,0,0,1500,0,0,0,4470,2,1,3,0,2,25,100,25,100,E,3,N,3,2,73350,198450,0,0,1915,0,0,,,0,0,0,1,2.39,10,3.4,10,1,1016450040,0,182,1001015,230485,6b,,108N074,10603,,0,,1,,,18v2,257.3149978,2778.86155
MN,1718,33,110,200,1002,3,9,10035,E058,28,11,1500,1,10,1B,1480 5 AVENUE,R7-2,,,,C1-4,,,,,,N,M1,8,0,X,NEW EBENEZER BAPT CH,1890,3462,3462,0,0,0,0,0,0,3462,2,1,2,0,1,28,55.5,28,54,,2,Y,3,2,24750,64350,24750,64350,1910,0,0,,,0,0,0,1,1.83,3.44,0,6.5,1,1017180033,0,200,999419,231769,6b,,107N076,10607,,0,,1,,,18v2,186.991352,2036.540408
MN,437,25,103,34,3002,1,2,10009,L011,9,14,6200,1,3,4A,155 AVENUE A,R7A,R8B,,,C1-5,,,,,,Y,M1,8,0,X,ST NICHOLAS IND CH,5980,10608,10608,0,0,0,0,0,0,10608,2,1,4,0,0,52.92,113,52.92,113,,0,N,3,2,422550,688950,422550,688950,1900,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,1.77,4,0,4,1,1004370025,0,34,989065,204447,12c,,102 020,10205,E-216,0,,1,,,18v2,341.1849684,6356.060115
MN,1718,34,110,200,1002,3,9,10035,E058,28,11,1500,1,10,1B,1484 5 AVENUE,R7-2,,,,C1-4,,,,,,N,M1,8,0,X,MT PISGAH AME CHURCH,798,1384,1384,0,0,0,0,0,0,1384,2,1,2,0,1,20.67,75.83,21,49,,3,Y,5,2,10800,29250,10800,29250,1915,0,0,,,0,0,0,1,1.73,3.44,0,6.5,1,1017180034,0,200,999435,231787,6b,,107N076,10607,,0,,1,,,18v2,171.2276097,748.1620453
MN,2050,42,109,227,2000,6,7,10031,L023,30,17,720,1,9,3B,351 CONVENT AVENUE,R6A,,,,C1-4,,,,,,N,M1,8,0,X,CONVENT AVE BAPT CHUR,11690,8320,8320,0,0,0,0,0,0,8320,2,1,2,0,1,99.92,117,76,102,,1,N,3,2,246600,720000,246600,720000,1926,0,0,Hamilton Heights Historic District,,0,1,0,0,0.71,3,0,3,1,1020500042,0,227,999168,239594,6a,,111S039,10709,,0,,1,,,18v2,457.7000283,13030.47038
MN,1879,44,107,195,4000,3,7,10025,E076,24,16,2310,1,7,5B,218 WEST 108 STREET,R8B,,,,,,,,,,N,M4,8,0,X,RC CHUR OF ASCENSION,2500,9752,9752,0,0,0,0,0,0,9752,2,1,5,0,2,25,100.92,25,96,,3,N,5,2,105750,523800,105750,523800,1910,0,0,,,0,0,0,1,3.9,4,0,4,1,1018790044,0,195,993675,231468,5d,,107S044,10703,,0,,1,,,18v2,252.2364556,2333.332189
MN,1645,45,111,182,3001,4,8,10035,L026,25,12,2000,1,11,2A,162 EAST 118 STREET,R7A,,,,,,,,,,N,M1,8,0,X,MISSN CRISTIANA REHOB,3364,2515,2515,0,0,0,0,0,0,2515,2,1,1,0,1,33.33,100.92,33,87,,2,N,5,2,45900,112950,45900,112950,1950,0,0,,,0,0,0,1,0.75,4,0,4,1,1016450045,0,182,1000847,230533,6b,,108N074,10603,,0,,1,,,18v2,276.5005799,3526.178005
MN,1599,21,110,190,1003,3,9,10026,E058,28,11,1900,1,10,1B,29 WEST 115 STREET,C4-5X,,,,,,,,,,N,M1,8,0,X,CHURCH OF BRETHREN IN,7712,13367,13367,0,0,0,0,0,0,13367,2,1,3.5,0,1,76.42,100.92,76,97,E,1,N,5,1,176400,543600,176400,543600,1900,1989,0,,,0,0,0,1,1.73,5,4,5,1,1015990021,0,190,998597,231018,6b,,107N062,10601,,0,,1,,,18v2,365.85794,8177.890905
MN,1599,44,110,190,1003,3,9,10026,E058,28,11,1900,1,10,1B,18 WEST 116 STREET,C4-5X,,,,,,,,,,N,M1,8,0,X,CARTHAGE NEXUS CANADA,7064,9687,9687,0,0,0,0,0,0,9687,2,1,3,0,1,70,100.92,70,92,,1,N,5,2,141300,637200,141300,637200,1915,1984,0,,,0,0,0,1,1.37,5,4,5,1,1015990044,0,190,998777,231039,6b,,107N062,10601,,0,,1,,,18v2,350.9715336,7384.057634
MN,1825,36,110,218,2000,3,9,10026,E058,28,11,1900,1,10,1B,119 LENOX AVENUE,R7-2,,,,C1-4,,,,,,N,M1,8,0,,MASJID MALCOLM SHABAZ,7197,75600,75600,0,0,5335,0,0,0,70265,2,1,4,0,7,60.92,105,60,105,,2,Y,3,2,200700,1490400,192672,1430784,1960,0,0,,,0,0,0,1,10.5,3.44,0,6.5,1,1018250036,0,218,998023,231469,6b,,107N060,10701,,1018250036,01/21/2009,1,,,18v2,413.0118845,7073.083581
MN,399,11,103,32,5000,1,2,10009,E028,9,14,6600,1,3,3A,206 EAST 4 STREET,R8B,,,,,,,,,,N,M9,8,0,X,RC CH MOST HOLY REDEE,32246,39246,39246,0,0,0,0,0,0,39246,2,1,5,0,1,222.5,192.33,148,192,,2,Y,4,2,1692000,5232600,1692000,5232600,1900,1988,2006,,,0,0,0,1,1.22,4,0,4,1,1003990011,0,32,988639,202911,12c,,102 012,10203,E-216,0,,1,,,18v2,954.8576806,33240.80049
MN,1511,14,108,140,6001,2,4,10028,E022,19,13,3600,1,8,3A,127 EAST 82 STREET,C1-8X,,,,,,,,,,N,M1,8,0,X,CONGREGATION OR ZARUA,2554,16800,16800,0,0,0,0,0,0,16800,2,1,7,0,1,25,102.17,24,100,,0,N,5,0,589500,5028300,589500,5028300,2001,0,0,,,0,0,0,1,6.58,9,2,9,1,1015110014,0,140,995975,222449,8c,,108S012,10514,,0,,1,,,18v2,257.5821119,2519.803286
MN,1754,3,111,206,1002,5,9,10035,L030,25,11,1600,1,11,3A,2105 5 AVENUE,R7-2,,,,,,,,,,N,M1,8,0,X,MT HOREB HOLY CHURCH,2053,2418,2418,0,0,0,0,0,0,2418,2,1,3,0,1,18.67,110,19,42,,3,N,5,1,26100,82800,26100,82800,1910,0,0,,,0,0,0,1,1.18,3.44,0,6.5,1,1017540003,0,206,1000881,234035,6a,,108N088,10608,,0,,1,,,18v2,258.695331,2085.787971
MN,569,38,102,61,1002,2,2,10003,L003,6,15,5700,1,2,3A,11 EAST 11 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,CONSERVATIVE SYNAGGET,2581,2350,2350,0,0,0,0,0,0,2350,2,1,2,0,1,25,103.25,25,50,,2,N,5,0,351450,593100,351450,593100,1900,0,0,Greenwich Village Historic District,,0,1,0,0,0.91,3.44,0,6.5,1,1005690038,0,61,985823,206685,12c,,103 022,10207,,0,,1,,,18v2,262.1010923,2630.946548
MN,470,13,102,41,3000,2,1,10013,L006,5,15,6800,1,2,1A,359 BROOME STREET,C6-2G,,,,,,LI,,,,N,M1,8,0,X,HOLLY TRINITY UKRAINI,9630,8971,8971,0,0,2080,0,0,0,6891,2,1,2,0,2,71.5,127.33,98,137,,2,Y,5,2,981000,1680300,981000,1680300,1900,1986,0,,,0,0,0,1,0.93,6.02,6,6.5,1,1004700013,0,41,985463,201486,12c,,101N077,10206,,0,,1,,,18v2,448.3572118,9552.142799
MN,2121,58,112,243.01,3001,6,7,10032,E084,33,17,500,1,12,1A,2086 AMSTERDAM AVENUE,R7-2,,,,C1-4,,,,,,N,M1,8,0,X,MANHATTAN SPANISH FRE,2000,2256,2256,0,0,0,0,0,0,2256,2,1,2,0,1,20,100,20,56.58,E,0,N,3,2,49050,156150,49050,156150,1910,0,0,,,0,0,0,1,1.13,3.44,0,6.5,1,1021210058,0,24301,1000982,244164,3b,,111N084,10801,,0,,1,,,18v2,253.5993408,2298.942338
MN,1754,5,111,206,1002,5,9,10035,L030,25,11,1600,1,11,3A,5 EAST 129 STREET,R7B,,,,,,,,,,N,M1,8,0,X,SECOND CORINTHIAN BAP,2748,2838,2838,0,0,0,0,0,0,2838,2,1,3,0,1,27.5,99.92,28,46,,2,N,5,1,24750,68850,24750,68850,1910,0,0,,,0,0,0,1,1.03,3,0,3,1,1017540005,0,206,1000938,233994,6a,,108N088,10608,,0,,1,,,18v2,262.5275516,2860.97438
MN,1825,51,110,218,2000,3,9,10026,E058,28,11,1900,1,10,1B,132 WEST 116 STREET,R7-2,,,,C1-4,,,,,,N,M1,8,0,X,CANAAN BAPTIST CHURCH,15844,45200,45200,0,0,0,0,0,0,45200,2,1,3,0,1,32,201.83,32,201,,3,Y,4,2,422550,4049100,422550,4049100,1966,0,0,,,0,0,0,1,2.85,3.44,0,6.5,1,1018250051,0,218,997642,231572,6b,,107N060,10701,,0,,1,,,18v2,661.347065,16274.77128
MN,1913,1,110,224,1001,5,9,10027,L030,32,11,1200,1,10,3B,2161 ADAM C POWELL BLVD,R7-2,,,,C1-4,,,,,,N,M1,8,0,X,METROPOLITAN BAPT CHU,9911,10304,10304,0,0,0,0,0,0,10304,2,1,2.5,0,1,99.92,100,99,99,,1,N,3,2,210600,492750,210600,492750,1910,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,1.04,3.44,0,6.5,1,1019130001,0,224,999088,234719,6a,,107N100,10704,,0,,1,,,18v2,410.2614576,10519.24031
MN,518,31,102,49,3000,2,3,10012,L020,1,15,6800,1,2,1A,154 SULLIVAN STREET,R7-2,,,,,,,,,,N,M3,8,0,X,THE CHURCH OF ST ANTH,2519,5581,5581,0,0,0,0,0,0,5581,2,1,4,0,3,25.17,100.08,25,80,E,3,N,5,2,302850,757800,302850,757800,1978,1979,0,Sullivan-Thompson Historic District,,0,1,0,0,2.22,3.44,0,6.5,1,1005180031,0,49,983729,204304,12a,,101N068,10206,,0,,1,,,18v2,250.3895598,2518.821037
MN,1600,15,110,190,1002,3,9,10026,E058,28,11,1900,1,10,1B,37 WEST 116 STREET,C4-5X,,,,,,,,,,N,M1,8,0,X,SALVATION & DLVRNC CH,10092,29350,29350,0,0,0,0,0,0,29350,2,1,5,0,1,100,100.92,100,100,E,1,N,5,2,210600,1043100,210600,1043100,1920,1990,0,,,0,0,0,1,2.91,5,4,5,1,1016000015,0,190,998622,231348,6b,,107N075,10601,,0,,1,,,18v2,404.0549013,10202.74046
MN,1461,1,108,116,1005,2,5,10065,L016,19,13,4400,1,8,1B,1224 1 AVENUE,R8,C1-9,,,,,,,,,Y,M1,8,0,X,ST JOHN NEPOMUCENE CH,21389,33275,33275,0,0,0,0,0,0,33275,2,3,2,1,5,100.42,163,40,131,,1,Y,3,2,4415850,7644150,4415850,7644150,1924,0,0,,,0,0,0,1,1.56,6.02,0,6.5,1,1014610001,0,116,995843,217641,8c,,1.06E+67,10512,,0,,1,,,18v2,735.1807361,22081.11957
MN,1600,30,110,190,1002,3,9,10026,E058,28,11,1900,1,10,1B,11 WEST 116 STREET,C4-5X,,,,,,,,,,N,M1,8,0,,WEST 116 ACQUISITION,6156,11121,11121,0,0,0,0,0,0,11121,2,1,3,0,1,61,100.92,61,100,,1,N,5,2,141300,934650,0,0,1915,1961,1998,,,0,0,0,1,1.81,5,4,5,1,1016000030,0,190,998924,231181,6b,,107N075,10601,,0,,1,,,18v2,322.6432149,6132.158943
MN,1646,1,111,156.02,1002,2,5,10029,L043,23,12,3300,1,11,1B,1711 3 AVENUE,R10,R7-2,,,C1-5,,,,,,Y,M1,8,0,X,ISLAMIC CENTER OF NEW,52425,1,0,0,0,0,0,0,0,0,2,1,4,0,2,201.83,259.53,94,94,,1,Y,3,0,3208500,11371050,3208500,11371050,1987,0,0,,,0,0,0,1,0,10,0,10,1,1016460001,0,15602,998478,225411,6b,,108S047,10603,,1016460001,04/11/2003,1,,,18v2,773.5305251,37273.39541
MN,1913,15,110,224,1001,5,9,10027,L030,32,11,1200,1,10,3B,131 WEST 128 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,GLENDALE BAPTIST CHUR,3397,13328,13328,0,0,0,0,0,0,13328,2,1,4,0,1,34,100,34,93,,3,N,5,2,45900,153450,45900,153450,1947,0,0,,,0,0,0,1,3.92,3.44,0,6.5,1,1019130015,0,224,999336,234582,6a,,107N100,10704,,0,,1,,,18v2,273.7957354,3563.22905
MN,1060,20,104,133,3001,2,3,10019,E054,18,15,4700,1,4,3B,423 WEST 50 STREET,R8,,,,,,CL,,,,N,M9,8,0,,HERMETIC SCTY MNHTNOR,1674,3264,2448,816,0,0,0,0,0,2448,2,1,3,1,2,16.67,100.42,17,48,,2,N,5,1,81900,566550,81900,534753,1920,1986,0,,,0,0,0,1,1.95,6.02,0,6.5,1,1010600020,0,133,987026,217683,8c,,105N054,10404,,0,,1,,,18v2,238.8737488,1689.664229
MN,1913,17,110,224,1001,5,9,10027,L030,32,11,1200,1,10,3B,127 WEST 128 STREET,R7-2,,,,,,,,,,N,M1,8,0,,HOUSE OF GOD,2498,1750,1750,0,0,0,0,0,0,1750,2,1,1,0,1,25,99.92,25,84,,2,N,5,2,35100,68850,35100,65270,1910,0,0,,,0,0,0,1,0.7,3.44,0,6.5,1,1019130017,0,224,999384,234555,6a,,107N100,10704,,0,,1,,,18v2,251.6904391,2436.491433
MN,399,51,103,32,5000,1,2,10009,E028,9,14,6600,1,3,3A,173 EAST 3 STREET,R8B,,,,,,,,,,N,M3,8,0,X,REDEMPTORIST OF FATHE,3408,13632,13632,0,0,0,0,0,0,13632,2,1,4,0,1,23,148.17,23,148,,3,N,5,2,141300,384300,141300,384300,1900,1988,0,,,0,0,0,1,4,4,0,4,1,1003990051,0,32,988661,202858,12c,,102 012,10203,E-216,0,,1,,,18v2,358.1384953,3655.904021
MN,1754,20,111,206,2002,5,9,10035,L030,25,11,1600,1,11,3A,41 EAST 129 STREET,R7A,R7B,,,,,,,,,Y,M1,8,0,X,RC CHUR ALL SAINTS,22382,48100,48100,0,0,0,0,0,0,48100,2,1,4,0,1,199.83,135,48,110,,0,Y,3,2,317700,1288800,317700,1288800,1900,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,2.15,4,0,4,1,1017540020,0,206,1001347,233836,6a,,108N088,10608,,0,,1,,,18v2,678.5036729,22837.21322
MN,2162,33,112,263,1000,6,10,10033,L045,34,17,300,1,12,2A,612 WEST 180 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,"THE UNIVERSAL CHURCH,",7500,10595,10595,0,0,0,0,0,0,10595,2,1,2,0,1,75,100,75,97,,2,N,5,2,112950,381150,112950,381150,1964,1989,0,,,0,0,0,1,1.41,3.44,0,6.5,1,1021620033,0,263,1002219,248496,3b,Y,112 018,10803,,0,,1,,,18v2,354.1597969,7685.820533
MN,1754,24,111,206,2002,5,9,10035,L030,25,11,1600,1,11,3A,47 EAST 129 STREET,R7B,R7A,,,,,,,,,Y,M3,8,0,X,RC CHUR ALL SAINTS,2098,7200,7200,0,0,0,0,0,0,7200,2,1,4,1,1,21,99.92,21,75,,2,N,5,2,17550,108000,17550,108000,1910,1989,0,,INDIVIDUAL LANDMARK,0,0,1,0,3.43,3,0,3,1,1017540024,0,206,1001353,233762,6a,,108N088,10608,,0,,1,,,18v2,249.1890787,2325.489909
MN,1463,5,108,116,1003,2,5,10065,L016,19,13,4400,1,8,1B,410 EAST 69 STREET,R8,R9,,,,,,,,,Y,M1,8,0,X,THE LITERARY SOC OF S,14982,22815,22815,0,0,0,0,0,0,22815,2,1,1,0,1,163,200.83,65,191,,1,Y,5,2,2741400,6152400,2741400,6152400,1890,2003,0,,,0,0,0,1,1.52,6.02,0,6.5,1,1014630005,0,116,996146,218103,8c,,1.06E+69,10512,E-105,1014630005,05/04/2005,1,,,18v2,570.4583237,14213.32115
MN,737,42,104,115,2004,2,3,10018,L021,10,15,4500,1,4,2A,406 WEST 40 STREET,C1-7A,,,,,,HY,,,,N,M2,8,0,X,METRO BAPTIST CHURCHI,1077,2699,2699,0,0,0,0,0,0,2699,2,1,3,3,5,18.33,58.75,18,52,,3,N,5,2,176400,445950,176400,445950,1900,1998,0,,,0,0,0,1,2.51,6.02,2,6.5,1,1007370042,0,115,985862,215152,8d,,105S030,10302,,0,,1,,,18v2,154.6757828,1081.930132
MN,737,43,104,115,2004,2,3,10018,L021,10,15,4500,1,4,2A,408 WEST 40 STREET,C1-7A,,,,,,HY,,,,N,M2,8,0,X,METRO BAPTIST CH /NYC,4354,15571,15571,0,0,0,0,0,0,15571,2,1,4,0,4,55,98.75,55,90,,2,Y,3,2,558000,1775250,558000,1775250,1900,1989,0,,,0,0,0,1,3.58,6.02,2,6.5,1,1007370043,0,115,985822,215146,8d,,105S030,10302,,0,,1,,,18v2,344.0081327,6132.910364
MN,1913,27,110,224,1001,5,9,10027,L030,32,11,1200,1,10,3B,107 WEST 128 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,HAITIAN EVANGELICALMI,1998,2700,2700,0,0,0,0,0,0,2700,2,1,3,0,1,20,99.92,20,45,,3,N,5,1,25200,76050,25200,76050,1910,1960,0,,,0,0,0,1,1.35,3.44,0,6.5,1,1019130027,0,224,999595,234439,6a,,107N100,10704,,0,,1,,,18v2,240.8142044,1882.129755
MN,2162,47,112,263,1000,6,10,10033,L045,34,17,300,1,12,2A,617 WEST 179 STREET,R7-2,,,,,,,,,,N,M1,8,0,,INTERNATIONAL PENTECO,1875,4350,4350,0,0,0,0,0,0,4350,2,2,3,0,1,18.75,100,19,48,,3,N,5,1,19800,270900,0,0,1900,0,0,,,0,0,0,1,2.32,3.44,0,6.5,1,1021620047,0,263,1002161,248410,3b,,112 018,10803,,0,,1,,,18v2,246.7380122,1954.669736
MN,323,73,103,10.02,1003,1,2,10002,L018,7,14,7600,1,3,3A,286 DELANCEY STREET,R7-2,,,,,,,,,,N,M1,8,0,X,DEWITT REFORMED CHURC,8550,17400,17400,0,0,0,0,0,0,17400,2,1,1.5,0,1,105,100,90,70,,0,Y,5,2,459000,2034450,459000,2034450,1958,0,0,,,0,0,0,1,2.04,3.44,0,6.5,1,1003230073,0,1002,989944,200707,12c,,102 007,10201,,0,,1,,1,18v2,408.0079858,8462.516568
MN,1220,53,107,173,3000,3,6,10024,L022,24,16,3220,1,7,3A,138 WEST 90 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,RC CH ST GREGORY THE,10067,33756,33756,0,0,0,0,0,0,33756,2,1,4,0,1,100,100.67,100,101,,2,Y,5,1,1966500,3360600,1966500,3360600,1912,1987,0,,,0,0,0,1,3.35,3.44,0,6.5,1,1012200053,0,173,991908,226969,5d,,107S022,10409,,0,,1,,,18v2,422.0128287,11103.3931
MN,2050,84,109,227,2001,6,7,10031,L023,30,17,720,1,9,3B,4 HAMILTON TERRACE,R6A,,,,,,,,,,N,M3,8,0,X,ST LUKES PROT EPIS CH,1700,2735,2735,0,0,0,0,0,0,2735,2,1,3,0,3,17,100,17,75,E,2,N,5,2,35100,172800,35100,172800,1910,0,0,Hamilton Heights Historic District,,0,1,0,0,1.61,3,0,3,1,1020500084,0,227,998861,238849,6a,,111S039,10709,,0,,1,,,18v2,235.0977297,1730.740411
MN,1131,16,107,145,1001,3,3,10019,E040,20,15,4600,1,7,1A,405 WEST 59 STREET,C4-7,,,,,,,,,,N,M9,8,0,X,PAULIST RELIGIOUS PRO,18057,44628,44628,0,0,0,0,0,0,32304,2,1,6,0,1,228,122,170,112,,0,Y,5,0,6106950,8241300,6106950,8241300,1931,0,0,,,0,0,0,1,2.47,10,10,10,1,1011310016,0,145,988264,219715,8c,,106W017,10406,,1011310016,10/28/2013,1,,,18v2,683.9409318,17959.50921
MN,1131,31,107,145,1001,3,3,10023,E040,20,15,4600,1,7,1A,120 WEST 60 STREET,C4-7,,,,,,,,,,N,M1,8,0,X,,38095,47121,47121,0,0,0,0,0,0,39871,2,1,3,0,2,132.87,309.29,133,309,,0,Y,3,5,12883950,15329700,12883950,15329700,1885,2016,0,,INDIVIDUAL LANDMARK,0,0,1,0,1.24,10,10,10,1,1011310031,0,145,988377,219767,8c,,106W017,10406,,1011310016,10/28/2013,1,,,18v2,889.334988,39388.85371
MN,1913,43,110,224,1001,5,9,10027,L030,32,11,1200,1,10,3B,122 WEST 129 STREET,R7-2,,,,,,,,,,N,M1,8,0,,HOLY CROSS AFR ORTH C,2498,4755,4755,0,0,0,0,0,0,4755,2,1,3,0,1,25,99.92,25,100,E,2,N,5,1,28350,106650,28350,100350,1910,0,0,,,0,0,0,1,1.9,3.44,0,6.5,1,1019130043,0,224,999543,234585,6a,,107N100,10704,,0,,1,,,18v2,258.3790275,2632.50821
MN,873,32,106,50,5000,2,2,10003,E005,13,14,5300,1,6,1A,143 EAST 17 STREET,R8B,,,,,,,,,,N,M1,8,0,X,HELLENIC EASTN ORTH C,2300,2225,2225,0,0,0,0,0,0,2225,2,1,1,0,0,25,92,25,89,,0,N,5,2,281250,469350,281250,469350,1910,0,0,,,0,0,0,1,0.97,4,0,4,1,1008730032,0,50,988082,207275,12c,,102 046,10307,,0,,1,,,18v2,237.4067955,2342.507873
MN,1913,46,110,224,1001,5,9,10027,L030,32,11,1200,1,10,3B,130 WEST 129 STREET,R7-2,,,,,,,,,,N,M1,8,0,,PHROPHETIC CHUR OF GO,2498,4040,4040,0,0,0,0,0,0,4040,2,1,3,0,1,25,99.92,25,90,E,2,N,5,2,31950,84150,31950,79256,1910,0,0,,,0,0,0,1,1.62,3.44,0,6.5,1,1019130046,0,224,999477,234621,6a,,107N100,10704,,0,,1,,,18v2,256.6453091,2546.421065
MN,1386,21,108,130,2002,2,4,10021,E039,19,13,4100,1,8,2A,861 MADISON AVENUE,C5-1,R8B,,,,,MP,,,LH-1A,Y,M1,8,0,X,ST. JAMES EPISCOPAL C,18388,37046,32205,4841,0,0,0,0,0,22524,2,1,2,2,4,180,102.16,75,166,,3,N,3,2,9990000,18319050,9990000,18319050,1924,0,0,Upper East Side Historic District,,0,1,0,0,2.01,10,4,10,1,1013860021,0,130,993838,220218,8c,,1.06E+51,10508,,1013860021,11/14/2002,1,,,18v2,578.6623249,19300.3518
MN,1913,49,110,224,1001,5,9,10027,L030,32,11,1200,1,10,3B,136 WEST 129 STREET,R7-2,,,,,,,,,,N,M1,8,0,,MT CARMEL BAPTIST CH,2498,3414,3414,0,0,0,0,0,0,3414,2,1,3,0,1,25,99.92,25,44,,3,N,5,1,45000,125550,22500,59175,1910,1988,0,,,0,0,0,1,1.37,3.44,0,6.5,1,1019130049,0,224,999413,234657,6a,,107N100,10704,,0,,1,,,18v2,257.7332896,2606.738991
MN,1881,21,107,195,3001,3,7,10025,E076,24,16,2310,1,7,5B,221 WEST 109 STREET,R8B,,,,,,,,,,N,M1,8,0,X,DEFENDERS CHRSTN FAIT,2523,2400,2400,0,0,0,0,0,0,2400,2,1,1,0,1,25,100.92,25,90,,3,N,5,2,105750,294750,105750,294750,1958,0,0,,,0,0,0,1,0.95,4,0,4,1,1018810021,0,195,993875,231834,5d,,107S051,10703,,0,,1,,,18v2,248.6292288,2390.137348
MN,2163,41,112,263,1001,6,10,10033,E093,34,17,300,1,12,2A,655 WEST 179 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,WASH HGTS HELLENIC,14175,33984,33984,0,0,0,0,0,0,33984,2,2,4,0,2,125,116.67,120,116,,2,Y,3,2,246600,2614500,246600,2614500,1952,1959,0,,,0,0,0,1,2.4,3.44,0,6.5,1,1021630041,0,263,1001936,248546,3b,Y,112 018,10803,,0,,1,,,18v2,481.7706869,14188.69311
MN,1060,55,104,133,3001,2,3,10019,E054,18,15,4700,1,4,3B,450 WEST 51 STREET,R8,,,,,,CL,,,,N,M4,8,0,X,RC CHUR OF SACRED HEA,8159,14265,14265,0,0,0,0,0,0,14265,2,1,2,10,20,81.25,100.42,27,88,,1,N,5,2,918000,1730700,918000,1730700,1910,0,0,,,0,0,0,1,1.75,6.02,0,6.5,1,1010600055,0,133,986833,217908,8c,,105N054,10404,,0,,1,,,18v2,366.3861404,8254.106726
MN,333,10,103,22.01,4001,1,2,10002,L018,7,14,7600,1,3,2A,262 DELANCEY STREET,R7-2,,,,,,,,,,N,M1,8,0,X,CONG ELM HADASS,4400,4000,4000,0,0,0,0,0,0,4000,2,1,1,0,1,40,110,40,100,,1,N,3,2,274050,745200,274050,745200,1965,0,0,,,0,0,0,1,0.91,3.44,0,6.5,1,1003330010,0,2201,989623,200418,12c,,102 006,10201,,0,,1,,,18v2,300.7373473,4440.378523
MN,1603,11,111,160.02,2001,2,4,10029,E053,23,12,2820,1,11,1A,15 EAST 97 STREET,R7-2,,,,,,,,,,N,M1,8,0,X,RUSSN ST NICHOLAS CAT,7569,7832,4376,3456,0,0,0,0,0,4376,2,2,3,0,2,75,100.92,75,78,,3,N,5,2,666000,1585350,666000,1585350,1902,0,0,,INDIVIDUAL LANDMARK,0,0,1,0,1.03,3.44,0,6.5,1,1016030011,0,16002,996966,226487,6b,,108S043,10602,,0,,1,,,18v2,356.8447545,7748.936485
